review_id,user_id,business_id,chain_key,chain_name,city,state,stars,date,text,useful,funny,cool,item_label,target_canonical,control_canonical,sent_label,sent_score,sent_valence,sensory_mention,texture_specific,environmental_mention,target,month
llK0TwzqKTpL4A2Y_zRNiA,Wl2FIdR-OldJ8EnFLYXyMg,YhQAQhG1IkXJH7oLZMbM9w,del_taco,Del Taco,Sparks,NV,1,2021-09-06T01:55:53Z,"Don't waste your money!! Today, I ordered dine in for the new stuffed carne asada quesadillas tacos combo. We waited 15 minutes, mind you, we were the only ones, 2 ppl, in the dining room. My husband finally went to the counter & was told they ran out of steak so they changed to chicken. So if we didn't ask we would have waited forever,probably. There was very little meat in the taco, nothing like the pics in the ads. This reminded me why we stayed away for years from del taco. But we thought w/ this new item, they could have improved.  But no. Big disappointment again. Not coming back.",0,0,0,control,Beyond Taco,Beef Taco,negative,0.540014922618866,-0.540014922618866,0,0,0,0,2021-09
UvVqPpmVMW3yR6dFdENIAg,ZrL2gD8VDc0n8lM7BTJMqg,V3YH4QI_OQmUgduumtGyfg,kfc,KFC,Pleasant View,TN,1,2018-06-16T17:11:46Z,"Rude  employees ,  Nasty  Bathroom,  Flies and unclean  dining room.   I  shutter  to think of the foodservice  violations  that  are probably going on here .   Had  some   crispy chicke  in a $5 fill up.  Chicken was old  and dry .  Cookie was 1/2  burned .  Not recommend this location",1,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.9219892024993896,-0.9219892024993896,1,1,0,0,2018-06
KlJn0F_X9me6mAkvdZBVyA,6xtpNhAhDFrO5k6FOLen2A,baHb5T01_MnnhQFHRCR0fg,burger_king,Burger King,Tampa,FL,1,2016-04-28T02:44:45Z,"Hello Folks, Been Going to Burger King Since the 70's, when a Whopper was 6 to 7 inches

wide.

We Went for the ""New"" Hot dogs last nite, and my wife asked that they not overcook

them, as our special needs son will not eat them if they are overcooked.

Both hot dogs are totally Black, burnt, and unedible... I have pics. Nobody would eat these.

She also asked the evening Mgr. Herman if we could have some Chili and cheese

on the side, and not on the hot dogs. He said, "" I'm sorry we have nothing to put that in...""

Another hot dog container or a small cup perhaps? The hot dogs were plain and we thought

asking for some chili and cheese wasn't a big request... as it was paid for.

Looking forward to contacting the home office at BK to send them some pics, not like the 

ones on their ""Commercials"" on TV.  So Sad. 

We are not whiners, but we think Mr. Herman needs a new occupation...

Ed, Deb, Sean and Amy Moore
Land O Lakes",0,0,0,control,Impossible Whopper,Whopper,neutral,0.6537520885467529,0,1,0,0,0,2016-04
bqhKTkMfzJqIuuUaZ5Soxg,nZSm1q_cnWNDX9lpjE6mTw,iaW0dgrW_Y5-FSTV8axNOA,kfc,KFC,Indianapolis,IN,4,2020-03-24T01:51:46Z,"Nice friendly service, food was good and hot, had to wait a few minutes for chicken tenders, but it was worth the wait. Also tried the new donut and chicken tender meal, was really good.",2,2,3,control,Beyond Chicken,Chicken / Nuggets,positive,0.9778901934623718,0.9778901934623718,1,0,0,0,2020-03
nGn4PpgPIQquSJDg3yZ2GA,NitgFnNn7oV5MoChQ8Iwrg,uz3bn1LnXUGPteDoHYhcRQ,kfc,KFC,Tampa,FL,1,2017-02-17T22:59:19Z,"Horrible- horrible- HORRIBLE customer service.  Rude is an understatement.  If I didn't have to give a ""star"" to post this rating, it would be zero stars, but their average is ""one star"", so the other reviewers  may have felt the same pressure to allocate ""one star"".
No popcorn chicken- ""out of it"" at speaker.
Ordered 6 piece bucket of chicken and one mashed potato bowl- $16.26!!!!!!
Waited in drive thru 11 minutes - one car ahead of me.  Finally get to the window.
I apologized for not ordering a regular mashed potato at the window, but nicely (and I'm being honest here- said please/smiled/ apologized for not ordering at the speaker) and tried to add a  mashed potato on at window- someone from the back yelled ""you can't add on at the window"" and in case I didn't hear that obnoxious voice, the cashier repeated it to me just as obnoxiously and adding- ""there's a line""- so I looked in my rear view mirror- no cars all the way back to the speaker.  So I said ""there's no one behind me"", so she rolled her eyes at me, took my credit card, and closed the window, turned her back to me and I waited an additional 4 minutes.  If she didn't still have my credit card, I would have left.
She opens the window, hands me my order, my credit card and says ""your receipt is in the bag"".  I nicely asked her ""who is your manager""- she responds- ""all the info is on the receipt"".  I ask a 2nd time not as nicely, but still politely  ""who is your manager please- was it him shouting 'no orders taken at the window?'"", and she repeats- ""the receipt is in your bag"".  The 3rd time I asked who the manager was, she literally huffed at me and said ""Chris"" or  was it ""Kris""- I don't know because it isn't written in the receipt in my bag.  After all this time waiting at the window (4+ minutes),  there is still NO ONE behind me in the drive thru.  
I'm a nurse- not in the food service industry, but if someone asked me for something nicely, I would do my utmost best to honor that request- I guess the food industry (at least at this KFC) doesn't feel the same and can afford to lose business, and KFC has lost mine forever- at this location and any other.  Shame on you KFC, and shame on you manager ""Chris"" or ""Kris"" and your waitress Geannnnyyyy (because that name was on the receipt- spelled exactly this way) for your disrespect.  Colonel Sanders would be ashamed of you.",2,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.7557527422904968,-0.7557527422904968,0,0,0,0,2017-02
SncExIN-BkchkOWRaF4NPw,NF2plo71mxnUOEsV7L17dw,TxJ_LSVVkRqSrIJYlY9P-Q,kfc,KFC,Philadelphia,PA,1,2019-06-26T16:51:10Z,"I can't speak about all the KFC's but this one is the worst went there Sunday night and was greeted by the dirtiest cashier I have ever seen ! He must have used his apron to wipe the floor , he was so busy looking at the girls coming in he didn't notice I was trying to pay for my order! They never have certain chicken parts and forget about getting more than 5 hot wings . I wrote to the company and am waiting for some kind of response! Someone needs to check this place out, there is definitely something wrong with management in this location",1,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.9209977984428406,-0.9209977984428406,0,0,0,0,2019-06
CVSF_sw217LenTLIi-X9FQ,p1H4RuBwbAsI4rZHEOqPPw,S_tu8JCeZsbpgJsqRFaSBg,kfc,KFC,Carmel,IN,5,2021-06-13T02:41:33Z,Haven't been to a KFC in Y E A R S and what a great surprise! This spot was fast and friendly service drive thru. Delicious spicy crispy chicken sandwich and the fries were so crispy on the outside and soft on the inside. Plenty of napkins and parking if you wanna eat inside.,2,0,1,control,Beyond Chicken,Chicken / Nuggets,positive,0.981116771697998,0.981116771697998,1,1,0,0,2021-06
1eaw-vBYzBsem-n-gf2cZg,YJKfrtmUA95Zy_-B-D-2lw,Cx3G-kw4kYtlcig8yG7fWw,burger_king,Burger King,Sparks,NV,1,2018-08-15T03:04:33Z,"After several visits to this store and encountering rude employees and issues with my orders, I think I am done with this Burger King. 
Tonight I stopped by this store and was greeted with ""Order when ready."" at the drive thru. Not the best customer service, but OK. I order a Diet Coke and a Whopper with cheese. I am informed after I reach the pick-up window that the Diet Coke is out of order. I am offered another drink, but decline. I am diabetic so diet is all I can drink. I just ask for a refund. Then the drive through employee offers to get me a Diet Coke from the front machine. Great! About halfway home, I take a sip and it tastes like soda water. I drive back, go inside and ask for a refund. To their credit they happily refunded my entire order...the burger was fine and I just wanted a refund for the soda that was not consumable. However, it was inconvenient and the straw that broke the camel's back.
Other issues have included rude employees...some who don't bother to say a word to you at the drive thru window, getting regular Coke when you order Diet, and having to wait several minutes for food. I have gone to the drive through at 6:30am and had nobody answer when it says they open at 6:00am. Don't bother messaging corporate...the messages go unanswered and there are nothing but complaints on the site about various stores. McDonald's across the street is always busier than Burger King...now I know why.",1,0,0,control,Impossible Whopper,Whopper,negative,0.6979690194129944,-0.6979690194129944,1,0,0,0,2018-08
uESNmBclnDAauY5TpAaL6g,_ajOgqMaDvlNL_eqsTrqOA,c4IkL2K64JeFC7kcnbupsw,chipotle,Chipotle,Brentwood,TN,3,2020-05-04T23:32:16Z,"Chipotle is really great. It is. Their guac is always on par and their food is consistent and is good every time. However, EVERY TIME I order a salad in a takeout or doordash or Ubereats order, they 100% of the time forget to put the salad dressing in the bag, which is literally the only reason I go to chipotle because I'm obsessed with the vinaigrette. If you're thinking of ordering a salad, and it's takeout, just make sure you emphasize the dressing and ask them to double check.

I hated to be a ""Karen"" because I usually only share my true opinion here on yelp and I'm not one to ""send food back"" kind of thing, but after the third time (which happened a few months ago in Utah), I called and they sent me on a wild goose chase through door dash, chipotle customer service (which, by the way, only exists in the form of you submitting an ""experience"" online) and I never heard back. I know it sounds ridiculous, but I had had a horrible day, hadn't eaten all day, and wanted that salad and that dressing and they forgot it... I was so upset. And they never ever contacted me about it. Fast forward a few months, I was ready to forgive them, but similar situation happened and I didn't get the stupid dressing lol. Our power has gone out along with most of Nashville and surrounding areas, I missed a class an exam because of it, had to go to the vet, etc. I was exhausted. And once again they forgot the salad dressing!! Even when I order in the store and watch them make it, every single chipotle worker forgets to slide the vinaigrette container down the line. I feel like they need to rearrange the whole set up so that vinaigrette's are next to the cashier. Maybe I'm just dramatic because it's just a salad dressing, but if I wanted a bowl...... I would have ordered a bowl.... but I wanted the salad. Also both doordash and chipotle both claimed that it wasn't their fault and to contact the other company... but at least they replied this time!

But when the vinaigrette does come in the order, the steak salad is to die for.",0,0,0,control,Sofritas,Carnitas or Steak,positive,0.6888015270233154,0.6888015270233154,1,0,0,0,2020-05
jFijIH9fOIOe5VsunyFh9Q,yfmR99QnyazUI0jeK0AKBQ,YgkX66irnC9Zo94xINR2aA,del_taco,Del Taco,Meridian,ID,1,2020-08-02T03:35:01Z,Del Taco is my favorite and this location was gross. 4 meals and 4 different people. Everyone in our group said it was nasty. Definitely not going back again. The food taste was not right.,0,0,0,control,Beyond Taco,Beef Taco,negative,0.944719672203064,-0.944719672203064,1,0,0,0,2020-08
0F9wfK6HrBLp_X7TmVLwjA,kLKo5G2hMl2vfqaW5425Vg,iAP8eZ847uCHLS-r81jUFg,chipotle,Chipotle,Meridian,ID,1,2021-12-21T03:37:01Z,"Ordered online for pickup at 7:40pm. We didn't our food until 8:15pm after standing in line for 25minutes. Got home, 2 chicken bowls got no meat on them after we asked for steak instead (out of chicken). Started eating our food and rice was NOT cooked all the way. Honestly was barely cooked. Beans were uneven. No mild salsa on any bowls. Just an overall lack of customer service and quality of food. Do not eat here.",0,0,0,control,Sofritas,Carnitas or Steak,negative,0.7979313731193542,-0.7979313731193542,1,0,0,0,2021-12
UOlrA5PhYjw83qp2EKSpwA,Zn8tgekH0oCfyk4SUtygoA,rZZ6gtsqBVkpSLoZ9EZ_1A,kfc,KFC,Oldsmar,FL,2,2012-11-07T00:56:37Z,"Service here is always somewhat friendly which is more than you can ask for at a fast-food place. However, the chicken is not so fast...

This establishment has never figured out that their culinary purpose in my (yes, it's all about me) life is to actually *serve chicken* relatively quickly. Every time I've ever ordered, the response is always ""Ummm. We're contemplating making some chicken now... can you wait 20 minutes?""

I've repeated this experiment about once a year, hoping against all odds that the story will change. Nope. Consistent. Every time.",3,1,1,control,Beyond Chicken,Chicken / Nuggets,negative,0.48920920491218567,-0.48920920491218567,0,0,0,0,2012-11
rfOYd7yU2-lTpfugLMgQlw,3KZdYSReBKAkNxNa_0Hcjw,iAP8eZ847uCHLS-r81jUFg,chipotle,Chipotle,Meridian,ID,1,2021-01-16T04:36:07Z,"DON'T ORDER FOR DELIVERY!!! Everytime we order through delivery they give us like half a bowl but this was the worst, we could literally see the bottom of the plates.Is it really that hard to serve a proper amount? is it really rocket sience? Unbelievable, never buying from these useless people that need to be held by the hand, I will just do it myself (rice, guac, steak, done you got yourself chipotle )",0,0,0,control,Sofritas,Carnitas or Steak,negative,0.9453293681144714,-0.9453293681144714,0,0,0,0,2021-01
jfYQD1TlNi9kEBtS47BLIw,BsupaxxFtfFH6bQviZYbVg,iAP8eZ847uCHLS-r81jUFg,chipotle,Chipotle,Meridian,ID,1,2019-12-24T00:14:58Z,"Whenever I get chipotle I typically always go to the meridian location and I always enjoy the environment and the staff is always friendly. I love the food and always felt that my meal was being handled properly and that the greens are cleaned. HOWEVER, last night my husband brought me home a steak bowl with lettuce from this location, and as I'm eating my meal, I find a VERY LARGE green bug in bowl. I immediately stopped eating it and showed my family members I was with, and then threw it away. I didn't even want to try and take it back for a new bowl because I was so disgusted. This isn't the first time I have ever had a bug in my food(not previously from chipotle), but this is the first time that there has been a very large bug in my food. Definitely something that should have been caught. It was very noticeable, and so gross!. I have zero intentions of ever visiting this location again, and am considering not attending a chipotle in general ever again. Definitely left a bad impression, which is unfortunate considering how much I loved chipotle.",0,0,0,control,Sofritas,Carnitas or Steak,positive,0.8486995100975037,0.8486995100975037,0,0,0,0,2019-12
CUZEHxU2R8aIDOL_jUCFPQ,cBcL-K8xhN7fd5NkzesCvw,0xe81EigRw_b5W8tg0Ca6Q,kfc,KFC,New Port Richey,FL,1,2019-02-07T21:37:08Z,"Worst KFC I've ever been to
ALL pieces of chicken were dry as a bone. They had the appearance of sitting around all day. If I could've given this place a zero, I would have.
Even SIRI warned me that this Establishment only had 1 1/2 stars.
I usually don't review places, but this place sucked. The cashier didn't have any teeth and slobbered thru her sentences. Which in itself,
Was very un appetizing. DO NOT EAT AT THIS RESTAURANT",2,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.95396488904953,-0.95396488904953,1,1,0,0,2019-02
_h62zQG9_0i8KUv6o71J5A,zMADgWeILamg8EIcJ3uEdA,1ol8rghO_5m0M5WFMv-C8Q,kfc,KFC,Sparks,NV,5,2020-05-29T02:30:31Z,"We ordered thru Yelp via Grub hub for our dinner order. We ordered the $20.00 fill up with Original recipe of thighs & legs!  
Ordering was easy to do. I used Yelp. 
Grub hub kept me informed of my order status. When it was ready I received your food is ready! 
Drove to the drive thru lane. Told the order taker I had ordered thru Grub hub. He said pull up to the window. I showed him my order confirmation on my phone I had received and he handed us a huge bag of food.  The food was plentiful, tasty, potatoes were warm to hot, 4 biscuits in a separate box  then we had 2 portions of  mashed taters with 2 gravies and of course cole slaw.  The chicken was great and tasty warm to be ready to dig into once we got it home. They included plates, utensils, napkins and butter sauce along with honey for the biscuits. Yum I can't move much now I ate my tasty dinner already. Go get your KFC meal!!",0,0,0,control,Beyond Chicken,Chicken / Nuggets,positive,0.6305736303329468,0.6305736303329468,1,0,0,0,2020-05
kecSa3BcL9nwWwCBTj27UA,0CgB1oeC957hwLGTofS6wg,YgkX66irnC9Zo94xINR2aA,del_taco,Del Taco,Meridian,ID,5,2019-08-23T04:06:01Z,Great food and customer service! David the shift manager is a great guy and makes sure customers are happy. Best Del Taco in Idaho,0,1,0,control,Beyond Taco,Beef Taco,positive,0.9858672022819519,0.9858672022819519,0,0,0,0,2019-08
jqHMteYKUvlYtUR0fUQZpA,m7dLESeoqhIblUuK0LNGuQ,DOYbaX8DdHVEcxbG2Bt3Bw,kfc,KFC,Nashville,TN,1,2020-07-10T15:20:06Z,"Bought a breast meal last week at the drive thru.  Server had an attitude as if doing me a favor.  Got home chicken was very dry, not fresh.  This as been going on too long, has to be because of the location.  Won't be back!",0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.9068252444267273,-0.9068252444267273,1,1,0,0,2020-07
PjsXW1MHFR9mRPve03XhJQ,vXhYjUtFW8YzzHfdtyGZHw,O8wgk23gex2Dwktm1gd_Lg,kfc,KFC,Belleville,IL,1,2020-05-05T03:18:13Z,"Food tasted old chicken tasted like it was under heat lamp for hours, biscuits were lukewarm mash and Mac and corn was tasteless not sure if that was just KFC's recipe or if it was prepared incorrectly. Gravy was watery overall a bad experience considering I paid 48 bucks for a family meal delivery by grub hub no napkins condiments or plastics included. Location most definitely needs to work on presenting the KFC brand better or this franchise will continue to lose business I'll go to the competitor next time no questions asked!",0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.9066376090049744,-0.9066376090049744,1,1,0,0,2020-05
TB6dDu9zHlEtVi1tcrIoQw,TI8dhJCZhHydj3BpFpQSgA,uz3bn1LnXUGPteDoHYhcRQ,kfc,KFC,Tampa,FL,1,2019-02-03T23:53:56Z,"Girl at the window had an attitude from the get go. (""Amber"" )Let me order and pay for my food before she told me it would be a 10 minute wait for fried chicken at KFC...? I would've happily gone else where but that's okay I'll wait. So in anticipation for my wait I asked for butter & jelly for my biscuits but apparently there's a 10 minute wait on that too. So instead of enjoying my biscuit, I'm writing this review. 
 

*waited 20 minutes",1,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.8241722583770752,-0.8241722583770752,0,0,0,0,2019-02
Ca-wlwjEbDc-bOwZFsnP4w,G5-Ti3eSUeHdHgwyRDSnsw,F-eHPbdh9bl8aeYDRws4BQ,chipotle,Chipotle,Abington,PA,3,2018-03-15T02:20:09Z,"I love chipotle. It's one of my absolute favorite spots to go to after a gym workout session. My go to meal here is a bowl with double brown rice, chicken and steak with fajitas, mild and hot sauce with corn. 

Only thing I don't like about this location is that depending on the person serving you, they are sometime stingy with their meat/protein. They don't give you much for a scoop forcing me to ask them for a double scoop. And their service could be a bit faster...especially when I'm the only person in line ordering.",3,1,1,control,Sofritas,Carnitas or Steak,positive,0.953069269657135,0.953069269657135,0,0,0,0,2018-03
IJmzzByxaWz7mwLKch8FHQ,6hlYQgSimFwY3PlgmxVj_Q,dMWdmZn_H3ym8zeaY90D6w,kfc,KFC,Dunedin,FL,1,2020-06-25T13:43:40Z,Had a bad pickup experience on 6/20 where they couldn't fill my order and had to substitute. Chicken tasted like it had sat for quite awhile. Also left out a $10 item I ordered. I opened a case with KFC that night and got a nice automated email. 6/25 and no response or anything. Obviously not concerned about customers. I really hardly ever eat there and this is an example of why I guess.,0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.912601888179779,-0.912601888179779,1,1,0,0,2020-06
ZVVyOyJDqjsQdkHIicA5Xw,QsHIo5vJApYPlIC0oOX3qQ,YgkX66irnC9Zo94xINR2aA,del_taco,Del Taco,Meridian,ID,2,2020-02-15T05:53:19Z,"The food itself was good for Del Taco, no complaints there. However this review is specifically for customer service. My sister, mom, grandma and I went through the drive thru around 10:15 pm tonight. My grandma was in the drivers seat, and after we approached the window she gave the woman a coupon, and gift card to start then cash for the remainder. The woman, named Patricia, was already not very nice from the start, she seemed to have an attitude from the beginning. We got our food then my grandma asked for green sauce at the end, the woman was very rude about it. She rolled her eyes, and then sent another crew member to bring it to the window to us, making us feel like an inconvenience for wanting sauce. We pulled out to eat in the parking lot, because the inside was already closed, and my sister was missing a fork in the bag for her chili cheese fry. My mom walked up to the window to ask for a fork and the woman huffed and puffed, as if it's our fault that she forgot to give us a fork. She also didn't give us any napkins either. I was very disappointed in how my grandma and family were treated by this woman for simply ordering food and spending our money at this establishment. Will not be back if this is how customers are treated.",0,0,0,control,Beyond Taco,Beef Taco,positive,0.6218190789222717,0.6218190789222717,0,0,0,0,2020-02
7WwuG0xQrEZdimZYj52Wqw,iOf_XEkDse5Z3UlYYnrcJA,bKgyXSQUGA8IHGt8ne5NuA,chipotle,Chipotle,Reno,NV,1,2019-09-07T20:44:24Z,"OMG!!!!!!!!!!!!!!! I have been sick, N/V/D/Fever for 3 days after ordering a bowl with steak. Thank God, it did not taste right and I tossed it!  I have reported them to the health department....",0,0,0,control,Sofritas,Carnitas or Steak,negative,0.9369370341300964,-0.9369370341300964,1,0,0,0,2019-09
GZu5KhfbcItSmMrv8ejUkg,bWFzM9bPFliDAJaw1dY0AA,LPWkWjR-K21nikUxQtQNtg,carls_jr,Carl's Jr.,Indianapolis,IN,5,2020-01-20T13:19:02Z,"They now have the Beyond Meat available as both breakfast sausage and burger patties; this is totally awesome and gives vegetarians a more substantial option than just potatoes.  The sausage has great flavor; my only feedback would be to avoid overcooking it, as it can dry out.

The restaurant was clean and service was quick and friendly.  The cold brew iced coffee is great.",0,0,1,target,Beyond Famous Star,Famous Star,positive,0.9775525331497192,0.9775525331497192,1,1,1,1,2020-01
lCSsb2K-gzJTr-RFDQpQTw,L4VR8YnZaexVH1YCAdhcpQ,mn37iw7MSjkoDqozfPMuJA,kfc,KFC,Fishers,IN,1,2018-12-24T22:07:45Z,"I have lived in a Fishers for 20 years. During that time I visited the prior KFC in ""downtown"" Fishers. 11 out of 13 times, the food was poor quality, cold or otherwise inedible. Had a teenager who Loved KFC and thought it will be better next time. It never was. It was clear, KFC didn't care and I wasn't returning. It's been more than 6 years since. Tonight someone suggested we try the new one. I gave in reluctantly.

Went there and ordered the usual extra crispy chicken bucket. Got regular recipe - again. The slovenly dude at the window was unfriendly, curt, and could care less - typical management material of the past. Handed me a sticky credit card processing machine, then my food. Food was terrible. Wrong recipe. I can't eat the regular because it's too greasy (extra greasy tonight), and I had intestinal surgery years ago. Couldn't eat it. Chicken was warm, service cold, the crappy restaurant of the past is alive and well at this restaurant. I will never eat there again, neither will my guests and neither should you. KFC Fishers - expanding the definition of junk food!",0,1,1,control,Beyond Chicken,Chicken / Nuggets,negative,0.7885033488273621,-0.7885033488273621,1,1,0,0,2018-12
FNte1XxWjvvadNp_vwxsKA,khISyZ9z2dI9soo4pFVWoQ,iUvmu6k_GyMlIjw67dTweA,chipotle,Chipotle,Newtown Square,PA,5,2017-06-15T18:00:40Z,"this is the best chipotle location i have been to in YEARSSS!! takes me back to the times i first discovered chipotle and how in love I was with it. Lately other locations either overcook or burn the steak or chicken, and I have been avoiding most chipotle restaurants because of that. Not here. It is perfect here! customer service is  so friendly and fast working! Their food portions are generous and they give the fair 4 ounces ,they are not stingy like at other many locations.",0,0,2,control,Sofritas,Carnitas or Steak,positive,0.9582026600837708,0.9582026600837708,1,0,0,0,2017-06
lUXveHSNBmtM_5WUPrXIEQ,zcaFUg1AxwZnizJbe3Yf6w,UFa2v-FmElnYeD4tnMz5aQ,carls_jr,Carl's Jr.,Boise,ID,5,2021-04-20T04:52:34Z,"This CJ's is my spot! I order the super star everytime, and I'm always extremely satisfied! It's hot, fresh, and so tasty. I will continue to give this location my business everytime i want a burger, which is often!",0,0,0,control,Beyond Famous Star,Famous Star,positive,0.9861798882484436,0.9861798882484436,1,0,0,0,2021-04
Q0elRcwF2De2BkOrkWrCAg,P9snVqytVMG-doR87GWEeQ,sDbsELyAdRlpAs8vpQeKWQ,kfc,KFC,Land O' Lakes,FL,1,2020-03-04T01:41:34Z,"Do NOT accept your takeout order without checking it first. You can't see chicken in this store, so you don't know what your getting before it's bagged. Crispy and extra crispy was soggy and extra soggy when we got back to hotel only 1.5 miles away.  I'm sure if we ordered for eat in, it would have been better.",0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.8502921462059021,-0.8502921462059021,1,1,0,0,2020-03
zTJ305CR7N_hWL2Mu9fa8Q,VbgGZ4p5uOonTDflIzbcSw,YhQAQhG1IkXJH7oLZMbM9w,del_taco,Del Taco,Sparks,NV,1,2020-07-26T21:17:47Z,"The Los Altos location is abysmal. I spent 10 minutes in the drive thru today only to get half of what I ordered and the other half was wrong. I called and talked with the manager and her solution was for me to return, spend another 10 minutes so they could fix their mistake. I declined. Other Del Taco locations are not like this. I wonder what is up. Is district management listening? I know I won't be back.",1,0,0,control,Beyond Taco,Beef Taco,negative,0.9146153926849365,-0.9146153926849365,0,0,0,0,2020-07
yezfVljT8Mjp7yTlS1KrrQ,nrqQYfryTPT5BdzpFm-RNg,YhQAQhG1IkXJH7oLZMbM9w,del_taco,Del Taco,Sparks,NV,1,2021-08-07T05:54:01Z,Went thru their drive in tonight and ordered a guacamole chicken crunchtada. Got home and there was NO GUACAMOLE but they drowned it in ranch dressing. The kid at the window was really nice but if Del Taco advertises an item with guacamole they really need to put guacamole on it.,2,0,0,control,Beyond Taco,Beef Taco,neutral,0.47864118218421936,0,1,0,0,0,2021-08
3ivULFKWF4Ah0Ap2Eq_84A,Ucik_aUiol8holMJ0JYSew,1ol8rghO_5m0M5WFMv-C8Q,kfc,KFC,Sparks,NV,4,2020-04-09T03:32:02Z,"Was surprised with the low reviews because when we took a chance on this location found that the two gals running the drive thru were super nice and friendly. The meal was a great deal! Loved the sides, especially baked beans and coleslaw. The chicken tenders were a tad overcooked, but great customer service!",0,0,0,control,Beyond Chicken,Chicken / Nuggets,positive,0.978392481803894,0.978392481803894,1,1,0,0,2020-04
7gRWgb296EaAShobiME4BA,jGcQZUc-QfabmpS4oSF3Fw,uz3bn1LnXUGPteDoHYhcRQ,kfc,KFC,Tampa,FL,2,2018-09-19T22:06:44Z,"Not uncommon for them to be out of the chicken pot pies.   Today a 20 min delay.   They give me all the other food while I wait for the pot pie. That way all the food can be cold when they bring it out to the drive thru.   I never expected much from the employees, but the manager should be smarter.   Wouldn't hurt to clean up the place.   Not the KFC of several years ago.",0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.5811949372291565,-0.5811949372291565,1,0,0,0,2018-09
qlJykbMXVTchUlQ4K3ZlfA,gZsktXMQ1u_fTE5gxZZ_gw,dMWdmZn_H3ym8zeaY90D6w,kfc,KFC,Dunedin,FL,5,2020-11-02T16:31:19Z,"Last night I was just craving fried chicken. I haven't been to a KFC in years and never been to this location. 

I went online, looked at the menu and chose what I wanted then drove over about 5:30. They were out of my first choice - extra crispy shortage! - then out of my second choice... then out of a side... I was hungry, cranky and starting to lose it but the young lady working the window was... extraordinary.

I started to say that she was so sweet, but really, she was so skilled at dealing with cranky people that I followed her suggestions and left happy.

Young, thin, multi-colored hair in a braid. Make this lady a manager if she is not already! You have a customer service treasure there.",0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.4023469090461731,-0.4023469090461731,1,1,0,0,2020-11
WwjFge2hqgcqHKpR7k_-fQ,XoxJlhPvJJxV5S_iKCHsdQ,DOYbaX8DdHVEcxbG2Bt3Bw,kfc,KFC,Nashville,TN,1,2020-07-31T16:09:52Z,"Went there on the 29th of July and order an eight-piece box - chicken only, no sides. When I got home I discovered that there were only six pieces in the box. What do you do? Go all the way back and tell them they only gave you six pieces instead of eight. Once you drive off the lot they can claim anything such as you removed them from the box just to get a couple of more. It wasn't worth my time to go all the way back in rush-hour traffic and chance a commotion being stirred up over two pieces of chicken. In the days of the pandemic, most restaurants are doing drive-thru only. Most people using the drive-thru will receive their order and move on so as not to hold up the line. This makes it easy for employees to rip off their customers, and I feel I was ripped off. And what made it worse was the price I paid...$16.38 for eight pieces of chicken and I only got six. Tell me I didn't get ripped off! I hope this message helps others. If you like KFC don't come to this one. Find another one!",0,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.5390439629554749,-0.5390439629554749,0,0,0,0,2020-07
57mt8mCgrj0i7JJdtOSU0w,ucmp9tSrWyWu9aTfbu51-g,MXJuPfFJd-xY0tX39RiYtw,kfc,KFC,Norristown,PA,1,2013-06-05T06:14:57Z,"Love Grease!
Hate yourself or someone?
Want to torment your body!
Rush now to this KFC!!!!

You will hear some of the most colorful conversations about sex or seeing people fix there hair and serve food!

You know you want chicken wrong stop on in and see the joke we call this KFC!!!

AVOID IT NOW!!! 

If you have read this while eating the food across the street is a nice ER :)",0,1,0,control,Beyond Chicken,Chicken / Nuggets,positive,0.5188906788825989,0.5188906788825989,0,0,0,0,2013-06
i6TZ8zuc-8iWcAVBWbGxDw,M8qap0GUiGU9XcIys1ek4w,sDbsELyAdRlpAs8vpQeKWQ,kfc,KFC,Land O' Lakes,FL,1,2015-11-08T01:16:19Z,"Crap! We had not been to a KFC for 10 years and now will never go back after eating there last night.  Drive through was incredibly slow, only 1 lane open, only 1 window to pay.  The restaurant looks straight out of 1985.  I asked the girl for straws and she said they were in the bag.  They were not.  Pulled back around and parked.  Then realized I was missing the extra mashed potatoes I paid for.  So I went in and showed them the receipt and the manager was very rude.  When I told her about the straws she said, ""well, they're right behind you!""  I said, ""well I went through the drive through, I shouldn't have to come in to get them!""  The potatoes were runny and nasty, the so-called popcorn chicken was all breading, no chicken.  I WILL NEVER EAT AT A KFC AGAIN!!",1,0,0,control,Beyond Chicken,Chicken / Nuggets,negative,0.9303072094917297,-0.9303072094917297,1,1,0,0,2015-11
